3.25,2.4,0.954
3.25,2.6,0.939
3.25,2.8,0.932
3.25,3,0.925
3.25,3.2,0.804
3.25,3.4,0.116
3.25,3.6,0.126
3.25,3.8,0.116
3.25,4,0.126
3.5,0.2,0.906
3.5,0.4,0.92
3.5,0.6,0.924
3.5,0.8,0.932
3.5,1,0.94
3.5,1.2,0.944
3.5,1.4,0.946
3.5,1.6,0.949
3.5,1.8,0.95
3.5,2,0.951
3.5,2.2,0.953
3.5,2.4,0.953
3.5,2.6,0.953
3.5,2.8,0.946
3.5,3,0.943
3.5,3.2,0.939
3.5,3.4,0.932
3.5,3.6,0.925
3.5,3.8,0.818
3.5,4,0.116
3.75,0.2,0.899
3.75,0.4,0.906
3.75,0.6,0.919
3.75,0.8,0.924
3.75,1,0.93
3.75,1.2,0.939
3.75,1.4,0.941
3.75,1.6,0.944
3.75,1.8,0.946
3.75,2,0.949
3.75,2.2,0.949
3.75,2.4,0.95
3.75,2.6,0.953
3.75,2.8,0.953
3.75,3,0.953
3.75,3.2,0.953
3.75,3.4,0.946
3.75,3.6,0.944
3.75,3.8,0.939
3.75,4,0.936
4,0.2,0.894
4,0.4,0.898
4,0.6,0.905
4,0.8,0.918
4,1,0.924
4,1.2,0.927
4,1.4,0.933
4,1.6,0.94
4,1.8,0.941
4,2,0.944
4,2.2,0.945
4,2.4,0.949
4,2.6,0.949
4,2.8,0.95
4,3,0.951
4,3.2,0.953
4,3.4,0.953
4,3.6,0.953
4,3.8,0.948
4,4,0.946
4.25,0.2,0.887
4.25,0.4,0.89
4.25,0.6,0.896
4.25,0.8,0.905
4.25,1,0.913
4.25,1.2,0.921
4.25,1.4,0.924
4.25,1.6,0.929
4.25,1.8,0.933
4.25,2,0.94
4.25,2.2,0.942
4.25,2.4,0.944
4.25,2.6,0.945
4.25,2.8,0.946
4.25,3,0.949
4.25,3.2,0.949
4.25,3.4,0.95
4.25,3.6,0.951
4.25,3.8,0.952
4.25,4,0.954
4.5,0.2,0.877
4.5,0.4,0.885
4.5,0.6,0.888
4.5,0.8,0.895
4.5,1,0.902
4.5,1.2,0.909
4.5,1.4,0.919
4.5,1.6,0.924
4.5,1.8,0.925
4.5,2,0.929
4.5,2.2,0.933
4.5,2.4,0.938
4.5,2.6,0.941
4.5,2.8,0.942
4.5,3,0.944
4.5,3.2,0.945
4.5,3.4,0.947
